Location,Latitude,Longitude,Rating,Description
"Veterans Home, Yountville, CA 94599",38.3915434,-122.3658519,5,"Motion rapid, lasted 30 seconds. Felt by all. Walls creaked. Hanging objects swung. Small objects shifted. Ground: Compact."
"Walnut Creek, CA 94596",37.8824054,-122.026918,5,"Motion slow, lasted 3 minutes. Direction N. Felt by many (some outdoors; active); frightened many. Windows, doors, and dishes rattled; walls creaked. Hanging objects swung. Trees, bushes shaken moderately. Ground: Rocky soil, compact, level, sloping and steep."
"20 Carmella Rd, Walnut Creek, CA 94596",37.8824054,-122.026918,5,"Motion rolling, lasted 30 seconds. Direction E-W. Moderate earth noises heard. Two or three unstable figurines tipped over. Ground: Soil, compact, sloping."
"31 Supreme Court, Walnut Creek, CA 94596",37.9233555,-122.0724185,4,"Motion slow, rolling, lasted about 15 seconds. Direction indoors N-S. Hanging lights swung back and forth. What impressed me most was the quietness of the shock here. Nothing rattled; no creaking of house. I was standing in a closet reaching for something on the shelf when I started to rock gently back and forth. At first I thought I was just dizzy, then I noticed hanging lights were swinging back and forth in a N-S direction and realized it must be an earthquake. But it was just a fairly slow rolling motion like waves. Ground: Soil, compact, level."
"Woodacre, CA 94973",38.0051761,-122.6418745,5,"Motion rapid. Moderate earth noises from W heard by many. Felt by several on first floor of wooden post office building; by others outdoors; frightened few in community. Windows, doors, and dishes rattled; building creaked. Pendulum clock stopped. Ground: Soil, compact, level."
"Woodacre, CA 94973",38.0051761,-122.6418745,3,"Motion slow, lasted about 15 seconds. Direction N. Ground: Rocky."
"20007 Skyline Blvd, Woodside, CA 94062",37.331499,-122.208663,6,"Motion rapid, jerking, lasted about 1 minute. Small objects and furnishings shifted. Old concrete floor cracks enlarged. Ground: Rocky, sloping."
"127 Glenwood Ave, Woodside, CA 94062",37.4368472,-122.259533,5,"Motion rapid, lasted 30 seconds. Direction NE. Moderate earth noises heard. Small objects shifted. Aftershocks ranged from sharp jolts to gentle shaking motions. Ground: Soil, compact, sloping."
"Woodside, CA 94062",37.4299388,-122.2538557,4,"Motion slow, lasted 5 seconds. Faint earth noises heard. Felt by many (active) at place of business on first and second floors of strongly built wooden building; frightened few. Windows rattled. Trees, bushes shaken slightly."
"435 Whiskey Hill Rd, Woodside, CA 94062",37.4224477,-122.2435028,3,"Motion rapid, lasted about 10 seconds. Direction SE-NW. Moderate earth noises heard. Ground: Rocky, level."
"Angwin, CA 94508",38.5757402,-122.4499796,4,"Motion rapid, lasted 10 seconds. Moderate earth noises heard. Felt by many in community; frightened few. Windows, doors, and dishes rattled; walls creaked. Hanging objects swung."
"Annapolis, CA 95412",38.7196855,-123.3677589,4,"Motion slow, lasted 10 seconds. Direction SE. Faint earth noises from SE heard by few. Felt by many (some outdoors; quiet); frightened few. Windows, doors, and dishes rattled; frame creaked. Trees, bushes shaken moderately. Ground: Rocky soil, sloping."
"Aptos, CA 95003",36.9771729,-121.8994016,4,"Motion slow, lasted 10 seconds. Direction E-W. Felt by many in home. Windows and doors rattled. Ground: Soil."
"Ben Lomond, CA 95005",37.0945364,-122.0951062,4,"Motion jarring, rapid shaking, lasted 30 seconds. Direction N-S. Felt by many; by observer and others (sitting) on first floor of strongly built building. Hanging objects swung. Ground: Compact soil."
"Ben Lomond, CA 95005",37.0945364,-122.0951062,4,"Motion slow, long duration. Felt by many (sitting) on first floor of strongly built wooden house. Windows, doors, and dishes rattled; house creaked. Ground: Soil, compact, level."
"Ben Lomond, CA 95005",37.0945364,-122.0951062,3,"Motion rapid, lasted 10-12 seconds. Direction NE. Faint earth noises heard. Light fixtures swayed. Ground: Adobe, compact, sloping."
"Brooks, CA 95606",38.7395726,-122.1484141,4,"Motion slow, momentary duration. Direction NE. Felt by many in community (some outdoors; quiet). Trees, bushes shaken slightly. Ground: Soil, compact, level."
"Byron, CA 94514",37.8671476,-121.6380069,4,Moderate earth noises heard. Felt by several; frightened few.
"Calistoga, CA 94515",38.5787965,-122.5797054,3,"Felt by many in community (some outdoors); frightened few. Windows, doors, and dishes rattled; house creaked. Hanging objects swung. I did not feel it. Those sitting or quiet felt it. Ground: Compact."
"Capitola, CA 95010",36.9764598,-121.9501551,4,"Motion slow, lasted 20 seconds. Felt by many in community; frightened few. Was sitting at desk during shock. Gentle but very distinct. Seemed to come from N-S. Clerk in dressing room did not feel it and wife at home in garden did not feel it. Ground: Level; beach."
"Casadero, CA 95421",38.5332335,-123.0852853,4,"Motion slow, lasted 3 seconds. Felt by many in home and at post office; frightened few. Doors rattled. Chair in which observer was sitting rocked. Ground: Rocky."
"Cazadero, CA 95421",38.5332335,-123.0852853,3,"Motion slight, lasted 2 seconds. Felt by several (active) in strongly built wooden building. Very slight. Ground: Rocky."
"Clarksburg, CA 95612",38.4198403,-121.5294026,4,"Motion slow, rolling, lasted 2 seconds. Direction E-W. Moderate shock felt by several in strongly built 2-story wooden store building. Moderate earth noises from W-E heard. Windows, doors, and dishes rattled; house creaked. Hanging objects swung. Trees, bushes shaken moderately. Ground: Compact."
"American Crystal Sugar Co, Clarksburg, CA 95612",38.4198403,-121.5294026,3,"Motion swaying, E-W, abrupt onset. Felt by three on second floor of well-built brick building (sitting)."
"Courtland, CA 95615",38.3315337,-121.5701857,4,Motion rapid. Direction NE. Felt by several in home (sitting); outdoors by observer. Windows rattled. Ground: Loose.
"Coyote, CA 95013",37.2181037,-121.7352197,4,"Motion rapid, brief. Direction NNE. Faint earth noises from NE heard. Felt by several in community; by others outdoors (quiet); frightened few. Windows rattled. Hanging objects swung NE. Trees, bushes shaken slightly. Ground: Soil, level."
"Cupertino, CA 95014",37.31317,-122.0723816,4,"Motion rapid, lasted about 30 seconds. Direction from W. Loud whistling sounds heard. I thought it was a tornado. Seemed to hear sounds first. My husband outside felt nothing."
"Davenport, CA 95017",37.0106071,-122.193823,3,"Motion slow. Faint earth noises heard. Felt by few in community. Windows rattled. Ground: Soil, level."
"Diablo, CA 94528",37.8353026,-121.955525,4,"Motion slow, lasted about 2 minutes. Faint earth noises heard by many. Felt by many in community (some outdoors; quiet). Windows rattled; house creaked some. Hanging objects swung. Trees, bushes shaken slightly. Ground: Adobe, compact."
"Dixon, CA 95620",38.4454641,-121.8232958,4,"Motion slow. Felt by many in community. Hanging objects swung. Many complained of a rather sick feeling during the shock, although they said it was only slightly felt. Ground: Soil."
"Eldridge, CA 95431",38.3634225,-122.5279928,4,"Motion slow, lasted 20 seconds. Loud earth noises heard. Direction E. Felt by all in post office; frightened few. Windows, doors, and dishes rattled; building creaked. Hanging objects swung. Ground: Soil."
"Elmira, CA 95625",38.3455976,-121.905352,3,Felt by several in community; awakened few. Windows rattled.
"Fort Ross, CA 95450",38.5140796,-123.2436186,4,"Motion jolting, rapid onset. Felt by one at Fort Ross (sitting); by one 2 miles NE of Fort Ross. Buildings creaked at both places. Hanging objects swung. Rumbling earth noises heard and disturbed objects observed 2 miles NE of Fort Ross. Ground: Rocky."
"Fulton, CA 95439",38.4886363,-122.7802357,5,"Motion rapid. Loud earth noises from W-E heard by many. Felt by several in community; frightened few. Windows and lights rattled; mailboxes rocked very strongly; house creaked. Trees, bushes shaken moderately. Thought an automobile had bumped into the building. Ground: Level, compact."
"Graton, CA 95444",38.4336687,-122.8690828,4,"Motion rapid, lasted 8 seconds. Felt by many (some outdoors; quiet); frightened few in community. Building creaked. Hanging objects swung E-W. Trees, bushes shaken moderately. Ground: Soil, compact, level."
"Guinda, CA 95637",38.8291965,-122.1928955,4,"Motion rapid, lasted about 30 seconds. Felt by many in home; frightened few. Windows, doors, and dishes rattled; house creaked. Hanging objects swung. Ground: Soil."
"Hobergs, CA 95449",38.9351173,-123.1014056,4,"Motion rapid, lasted 8-10 seconds. Direction E-W. Felt by many in community; frightened few. House creaked moderately. Ground: Soil, compact, level, sloping."
"Hollister, CA 95023",36.8524545,-121.4016021,3,"Motion slow, brief. Direction N. Felt by several on first floor of strongly built concrete building (sitting); by others outdoors (quiet). Trees, bushes shaken slightly. Slight shock. Ground: Soil, level."
"1 mile south of Hollister, CA 95023",36.8484901,-121.4091741,4,"Lasted about 10 seconds. Cups on hooks and window shade pulls swayed. Ground: Compact, level."
"Hollister, CA 95023",36.8524545,-121.4016021,2,Felt by few. Barely felt.
"Holt, CA 95234",37.9267281,-121.4310618,4,"Motion slow, lasted 5 seconds. Direction N-S. Felt on second floor of weakly built wooden post office and store building (active). Frame creaked. Ground: Soil, level."
"Hood, CA 95639",38.3678802,-121.5168382,3,"Motion slow, momentary duration. Felt on first floor of wooden post office building (sitting); by others outdoors. Felt very slightly. First noticed desk sort of rocking. No damage in this vicinity."
"Irvington, Fremont, CA 94538",37.531466,-121.9615308,4,"Motion rapid, lasted 1 second. Moderate earth noises heard. Felt by several at work on first floor of strongly built building. Windows and doors rattled. It was a 'good' shock."
"Knightsen, CA 94548",37.9714216,-121.6639577,4,"Motion rapid. Moderate earth noises heard. Felt by many in community. Windows creaked. Hanging objects swung. Trees, bushes shaken moderately."
"Lathrop, CA 95330",37.8134216,-121.2969674,4,"Motion rapid, lasted 1 second. Faint earth noises heard. Felt by many and frightened few in community. Hanging objects swung. Ground: Soil, compact."
"Los Gatos, CA 95030",37.2282317,-121.9871217,3,"Motion slow. Direction N-S. Felt by several in community (some outdoors; quiet). Trees, bushes shaken slightly. Ground: Compact, level."
"20531 Bear Creek Rd, Los Gatos, CA 95033",37.1662108,-122.0306274,5,"Started with house creaking and cracking. Sharp rumble. Rising and falling roll, ending with fainter W-E jerks. Donkey thrown off balance during roll. Dogs worried but not barking. No damage to buildings."
"Lower Lake, CA 95457",38.9104546,-122.6102614,4,"Motion slow. Faint earth noises heard. Felt by many in community. Walls creaked. Trees, bushes shaken slightly."
"Lytton, CA 95448",38.659354,-122.8716615,4,"Motion slow, lasted 10 seconds. Felt by many in community. Hanging objects swung. Ground: Level."
"Madrone, CA 95037",37.1484638,-121.6693658,4,"Motion slow. Felt by many in home; frightened few. Ground: Compact, level."
"Manteca, CA 95336",37.8403398,-121.2053963,4,"Motion slow, lasted 5 seconds. Faint earth noises heard 5 seconds before shock. Felt by many in community (some outdoors; quiet). Trees, bushes shaken slightly. Ground: Compact."
"Middletown, CA 95461",38.7524045,-122.6149853,5,"Motion rapid, strong, rolling, lasted 30 seconds. Direction NW. Felt by many (some outdoors; active). Windows rattled; walls creaked. Hanging objects swung. Trees, bushes shaken slightly. Strong rolling motion felt in strongly built concrete-block post office building. Ground: Rocky soil, level."
"Mission San Jose, Fremont, CA 94539",37.546512,-121.9363333,4,"Motion slow, lasted 30 seconds. Direction E-W. Loud earth noises from W heard by few 10 seconds before shock. Felt by many (observer outdoors; active); frightened few. Windows, doors, and dishes rattled; walls creaked. Hanging objects swung. Ground: Compact, level."
"Morgan Hill, CA 95037",37.1305012,-121.6543901,3,"Motion slow, lasted 5 seconds. Direction N. Faint earth noises from N heard by few. Felt by several on first floor of strongly built wooden house (sitting). Windows, doors, and dishes rattled. Hanging objects swung N. Ground: Soil, sloping."
"Morgan Hill, CA 95037",37.1305012,-121.6543901,4,Felt by many in community; by observer on first floor of strongly built wooden building; frightened few.
"Morgan Hill, CA 95037",37.1305012,-121.6543901,4,"Felt by many. Not felt by four persons in old one-story, well-built building. Wooden building with concrete slab floor."
"Mount Hamilton, CA 95140",37.3420828,-121.6416397,3,"Motion slow, lasted about 5 seconds. Felt by several (sitting) on first and second floors of brick and reinforced-concrete building. Doors rattled slightly; walls creaked. Generally speaking this was a light shock. Felt only by those sitting or standing quietly. Some who were standing and doing light work or walking did not feel the shock. Ground: Rocky."
